Pathway	X2009_106	X2009_107	X2009_109	X2009_110	X2009_111	X2009_115	X2009_118	X2009_173	X2009_193	X2009_245	X2009_265	X2011_109	X2011_118	X2011_119	X2011_149	X2011_56	X2011_60	X2011_62	X2011_66	X2011_69	X2011_70	X2011_79	X2011_85	HU100_S17	HU101_S15	HU103_S22	HU107_S1	HU108_S18	HU109_S19	HU112_S2	HU113_S3	HU114_S27	HU115_S28	HU117_S4	HU118_S5	HU119_S20	HU122_S6	HU123_S7	HU124_S23	HU500_S8	HU502_S24	HU503_S9	HU504_S25	HU505_S21	HU506_S10	HU508_S26	HU537_S11	HU538_S12	HU539_S13	HU540_S14	HU99_S16
Glycerolipid metabolism	0.000165501070546415	0.00023210008207893	0.000211372673664606	0.000139312155494355	0.0001323133719964	0.000220493655709126	0.000218693719951838	0.00019586657621662	0.000134893557269131	0.000174349852602265	0.00015505888965191	0.000172970559599418	0.000123339575824663	0.000109864254488537	0.000227089720606563	0.000197669165633232	0.000210256899568068	0.000247513364528143	0.000296068947797028	0.0002609916467654	0.000275855710014836	0.00029004105036147	0.000164745721277602	0.000413524921902983	0.000414705848334211	0.000370212347743604	0.000321020538192718	0.00076642127814803	0.000528720868941427	0.000312844548205584	0.000342652143194205	0.000319047025437337	0.000377071524787509	0.00033572653075963	0.00033101402030132	0.0003577432014242	0.000293232705521383	0.00033223084939696	0.00028776751763161	0.000245238717655845	0.000705188744679542	0.000244438473731962	0.000341853591881401	0.000245120013776326	0.0002595060734076	0.000284173025123293	0.000335032877328277	0.00032596014367286	0.000295765032409088	0.000391979076097226	0.000414886832117812
Pyrimidine metabolism	0.00280171075580354	0.00307070739922204	0.00342610206913139	0.00273087257636363	0.00267410294946593	0.00344963284437901	0.00335270791254253	0.002966391221939	0.00296660298158045	0.00302573855091385	0.00291450870554628	0.00281398060908914	0.00250365206634041	0.00221544782310621	0.00293017823323211	0.00326012392889015	0.00314550001088808	0.00312988745725868	0.00334623961841993	0.00297939380453936	0.00327332325907494	0.00322710911911847	0.00293572540072109	0.00419765190029214	0.00408795479341753	0.00388910420568277	0.00356992192428608	0.00437526064955287	0.00430435648025892	0.00338995202965945	0.00368536099628451	0.00423567641618945	0.00444854922557808	0.00359900653393217	0.00362951262578853	0.00433471981181398	0.00383363351066578	0.00376041458039785	0.00386756760060787	0.00343198789070598	0.00474403900291246	0.00361192398213809	0.00347027170800021	0.00387619341178566	0.00350241680748948	0.00374494971903791	0.00418131192362793	0.00367201528326245	0.0040699794061836	0.00372772863772021	0.00414129512576237
Biosynthesis of amino acids	0.00259955262419996	0.00300719409883626	0.0029237979282231	0.00208604105798428	0.00215872957542051	0.00304566213768684	0.00307866457210385	0.00273237462573277	0.00222604214967121	0.00261258916885774	0.00247017079250384	0.00235698020490352	0.00188032155127416	0.00163183662050099	0.00257977777952129	0.00282112913065066	0.00293881533774558	0.00319480264447162	0.00351688723383129	0.0031334205613227	0.00322124170632063	0.003485445699298	0.00263673507006278	0.00404474787906062	0.0044384654401996	0.00444877746308777	0.00414840237649684	0.00543038183878012	0.00515478990364667	0.00391832914028995	0.00437833251428656	0.00408641413588511	0.00440057894887266	0.00426912911725351	0.00434296234449682	0.00365351090575416	0.00368128643495478	0.00440248959691465	0.00359228864062705	0.00332644461231095	0.00547029575774564	0.0034473484673588	0.00387371788592391	0.00356823799648102	0.00391702743861372	0.00331036922239648	0.00435922861896132	0.0040136279487112	0.00416413397623265	0.00451510894721924	0.00492011403517983
Degradation of aromatic compounds	3.05901436082288e-05	3.89236511485905e-05	5.04463537090066e-05	3.06150606647722e-05	3.91139882300413e-05	5.19610348478321e-05	3.85897769490612e-05	4.37418789561079e-05	3.78967838551669e-05	4.28513209953269e-05	3.63778388086565e-05	2.98742587861876e-05	3.28851214154854e-05	2.79690492480953e-05	4.38380425816449e-05	4.03884111069097e-05	4.4761138385177e-05	4.99168025589791e-05	5.00470873528492e-05	4.85492587707665e-05	5.77559013032477e-05	4.81514233678019e-05	4.19161743148991e-05	7.31765810961717e-05	5.19953623236254e-05	6.20726957421888e-05	7.63268114514982e-05	0.000152396560896127	4.24266957200917e-05	5.00488695344309e-05	4.17760825777122e-05	5.58214189391854e-05	5.39958715447245e-05	5.77220728869318e-05	4.2866849990542e-05	0.000131350575467312	3.61214040649764e-05	4.9508671743881e-05	4.70297512498927e-05	3.97166875140785e-05	0.000101051249776791	3.97288843280646e-05	0.000113004132483615	3.63464531972532e-05	3.75689988923195e-05	3.92534924908329e-05	4.97813386380495e-05	3.7188033965677e-05	3.81973666005758e-05	4.09192162648502e-05	4.18955927385062e-05
Oxidative phosphorylation	0.00127293750982576	0.00144596267708162	0.00150947540795635	0.00107759422156851	0.00125324596067492	0.00154211249316731	0.00155095415384206	0.00123599063318683	0.00125277568630411	0.00135583249702922	0.00119001066571557	0.00123298288767516	0.00115745560680823	0.000956539350688994	0.00126253898771813	0.0014641776659892	0.00145559017658318	0.0014758516430099	0.00157747141047308	0.00140202282538266	0.00150793347982235	0.00153308513758282	0.00130508546919787	0.00220721085236452	0.00206462336781762	0.0018646493763987	0.00195819619744477	0.00245295899508614	0.00209392662967034	0.00173422574258445	0.00192458867169079	0.00219067759390839	0.0023010050448088	0.00182079884541691	0.00187775607379502	0.00192729582969067	0.00184487570773689	0.00201214451328459	0.0019627317862158	0.00161265824917468	0.00240712425703815	0.00172760021755871	0.00195185073886273	0.00184242080514153	0.00186507735265778	0.00199122796942117	0.00212235577687342	0.00201739842726212	0.00216650288656698	0.00215010261963174	0.00188910943306953
Biosynthesis of secondary metabolites	0.00545764542757438	0.00628385978417777	0.00628614959945624	0.00450687465015255	0.00473995785472891	0.00642211125090742	0.00653664960757628	0.00558589268101502	0.00494983923997639	0.00563286239622614	0.00516594610718126	0.00519194452876534	0.00417272322051138	0.00377131112318195	0.00552739870763634	0.00608717592753294	0.00615359782827088	0.00653192585275155	0.00717371217697291	0.0064197001794514	0.006794018660636	0.00704805539010407	0.0054641738883812	0.00871514956307176	0.0088830272218909	0.00922691929863354	0.0093889214286108	0.0117310713589409	0.010414966894251	0.00866242369421407	0.00947963360540022	0.0087739768664093	0.00948272214971015	0.00917045013729474	0.00948314491404797	0.00804131639735162	0.00804216233526951	0.00994099667189107	0.00787047054451148	0.00741463526182279	0.0116208715443752	0.00781574269039641	0.00931803338586304	0.00777505793888929	0.00895928894609167	0.0076403613561846	0.00933200133905542	0.00875987021315386	0.00933806499705025	0.00994669837200031	0.00984508729611709
Lipopolysaccharide biosynthesis	0.000391022435503094	0.000378024362907735	0.000349423355528003	0.000251789321142572	0.00028603724337111	0.000278892048003157	0.000407118071589463	0.000297627168865722	0.000355027018533104	0.000328371256666635	0.000307236502715146	0.000269506229511454	0.000275369698254024	0.000253944602279412	0.000252068053301175	0.000353928824866353	0.000364184689247996	0.000304721919729912	0.000357147210070592	0.000258222670271416	0.000242255009745967	0.000404847663674444	0.000399526422063308	0.000344760567133412	0.000190488274393584	0.000597017872355781	0.001091761957724	0.000448322648524173	8.25898896513223e-05	0.000752798258540541	0.000694843848106921	0.000416698287590925	0.000457732851659155	0.000768723518974471	0.000811626189038509	0.000606265374072889	0.000555651123951456	0.000808178803629107	0.000458284938747947	0.000666726067696399	0.00106339754478485	0.000692454169481038	0.000946293056499308	0.000442825711826164	0.000782766888379432	0.000440763576616397	0.00053980237204816	0.000706250706680049	0.000691505717352756	0.000581317727071628	0.000374115860986002
One carbon pool by folate	0.000435214585414938	0.000478710890531463	0.000531574128035934	0.000421504907034999	0.000421544894201139	0.000517705799792627	0.000514476147802649	0.000424106021822591	0.000424333943500387	0.000465635670112723	0.000430430362802049	0.000394254095147769	0.000368914578618724	0.000310417492790893	0.000456204947104118	0.000470653298002927	0.00045706984152315	0.000484253497035059	0.000542616852997188	0.000485554371792956	0.000508876285289635	0.00054196467293185	0.000444558752230064	0.000694955183958067	0.000694174783307095	0.00063255481341101	0.00062116864426581	0.00083972704683959	0.000686471557476082	0.000565818978586407	0.000628720726879328	0.00070121380172716	0.000761945859241925	0.000611672549869342	0.000633497182573934	0.00079648459511854	0.000640193496289712	0.000666302402617288	0.000644837106363414	0.000588410727458762	0.000767199275490011	0.000603960308962369	0.000639265453220337	0.000638505417624169	0.00060614575194067	0.000629928714747619	0.000682760545453658	0.00066941709018512	0.000704295847165053	0.000647927425387068	0.000672388708531857
Streptomycin biosynthesis	0.000267570621494882	0.000277841882747007	0.000280262543714334	0.000223469875568106	0.00022230501304009	0.000284929400962875	0.000294536684492956	0.000283279745899581	0.00025482073351564	0.000264322555059496	0.00025543520968805	0.000255017747240811	0.000204073980614981	0.000200500522943888	0.000259733926306853	0.000264858633503786	0.000256069607602583	0.000241463823363069	0.000279464144221606	0.000261888839499274	0.000271530427975375	0.000274370547414816	0.000249310652236919	0.000289191048414003	0.000312820635470546	0.000356774576847139	0.000477550310465243	0.000380312357972108	0.000393475782535277	0.000454144820179808	0.000400226765983447	0.000337350880647851	0.000346450058169137	0.000406800439803451	0.000441637842028761	0.00028106350219103	0.000359787850437876	0.000458520879201123	0.000297137934532538	0.000342669023011545	0.000386673553394829	0.000381616333919965	0.00039438011320059	0.000325722673601252	0.0004240639248486	0.000311063586695469	0.000372020428379005	0.000405301111733097	0.000401571868996773	0.000442906018552748	0.00034055112708307
Two-component system	0.000855153416103815	0.00107056462242338	0.00121638432292014	0.000824991979969385	0.000926316811223129	0.00121361704601705	0.00111338658730213	0.00104185284725708	0.000900623495101301	0.00101174912853385	0.000861973769058001	0.00109598998000757	0.000870770366382419	0.000729614987203033	0.00126276674172844	0.00121853906680143	0.00120597989246588	0.00142660545496679	0.00138807304267965	0.00133432153531324	0.00155281223211665	0.00136994253617748	0.00104655464819459	0.00283561620819611	0.00243937225713524	0.00260523867078616	0.00311447932390747	0.00631112648386901	0.0025574500685253	0.00218028766317568	0.00209585326820154	0.00225452780880468	0.00246170895207874	0.00223136922602965	0.00220989655881029	0.00361644380396273	0.00189846711654784	0.00236064890140823	0.00200962229098983	0.00172755718521607	0.00362876352764449	0.00214273814312532	0.00475527945247033	0.00189597907435857	0.00188547742332095	0.00195795448200531	0.00229582094198213	0.00189816212791564	0.00192402745175619	0.00232585058817334	0.00306609723141096
ABC transporters	0.00517385351188863	0.00701058393592879	0.00698705917519937	0.00480087987388732	0.00492939549112693	0.00757464349942001	0.00687115107613129	0.00685698777065165	0.00477290200475826	0.00616884263306466	0.00533223365255119	0.00619947299365451	0.004836325506981	0.00440076562988558	0.00706320811757581	0.00766396675983665	0.00787621416596824	0.00811550398425875	0.00837076674015013	0.00801177271505278	0.00882058744903506	0.00801715747614888	0.00607721718366967	0.012286095333321	0.0113221133913555	0.0130662276683575	0.00897309687052815	0.0199220039682284	0.015640504594687	0.00801670338597535	0.00833883561334961	0.0109123098367402	0.0114081004486848	0.00868742827700696	0.00854852362369794	0.0116975434125833	0.00875861093195154	0.00833664923262283	0.00913095634368652	0.00754544723956595	0.0167147249369154	0.00752038195070204	0.0126525081265383	0.00988401902268884	0.00723615261723039	0.00803532628514548	0.0102857397404071	0.00784604661221994	0.00876686258105345	0.00965973203106465	0.0142332231032404
Phosphotransferase system (PTS)	0.000228463551081615	0.000412338808457153	0.000290801578521486	0.00016704021596891	0.000152159043806458	0.000355787744446941	0.000321425838127699	0.000518397558534883	0.000188359431695619	0.000241822136825373	0.000249723927252907	0.000150401815718031	0.000117078317946821	7.96735377355069e-05	0.00047491636436132	0.000219457187963387	0.000281271355830646	0.000457757036439331	0.000604796839134736	0.000800466805710092	0.00047390406839781	0.00059129439889532	0.000194719211209661	0.00103664138291268	0.000945292509163361	0.00126190075233478	0.00101189274450888	0.00237571699933262	0.001868549176127	0.000711655709868097	0.000629774269390219	0.000525897163562197	0.000714724863382194	0.000662668750277566	0.000612247953767136	0.00122263765312438	0.000599370062794036	0.000799643010226448	0.000439749980619363	0.000332237594439891	0.00149297380258036	0.000349692248220067	0.0014530316325555	0.000563304967150305	0.000447533876421995	0.000530483197538477	0.000629667486560486	0.000643745023797667	0.000395617860162804	0.000832110226220296	0.00122555600333453
